doc_id,sentence_nr,sentence,relation_types,arguments
OA-STM_011,192+193,"  The age constraints of these 3rd - order sequences are , however , insufficient for correlation with the global sea level curve ( Vecsei and Sanders,1999).To overcome the poor biostratigraphic resolution of the Bolognano Formation , Mutti et al .",All,"['correlation', 'the global sea level curve']"
OA-STM_011,220,"The Oligocene - Miocene Decontra section , at the northwestern platform margin , is a reference section for the correlation of Mediterranean shallow water deposits ( Mutti et al . , 1997 , 1999 , 2006 ; Brandano et al . , 2010 ) .",All,"['correlation', 'Mediterranean shallow water deposits']"
OA-STM_011,260,The contact between the Orbulina Limestone and the Lithothamnium Limestone is a sharp surface from which Thallassinoides burrows intrude into the underlying sediment ( Fig . 4f ) .,All,"['contact', 'the Orbulina Limestone', 'contact', 'the Lithothamnium Limestone']"
OA-STM_011,272,In the above following Bryozoan Limestone to Orbulina Limestone succession prominent MS minima coincide with planktonic foraminiferal dominated intervals and prominent MS maxima with bryozoan and echinoderm dominated intervals ( Fig . 3 ) .,All,"['coincide', 'planktonic foraminiferal dominated intervals']"
OA-STM_011,274+275,"  GR and TOC trends are positively correlated with negative excursions in grain - supported , cross - bedded facies(Lepidocyclina Limestone , Bryozoan Limestone ) and positive excursions in micrite - rich facies ( Cerratina cherty Limestone , Lithothamnium Limestone ; Fig . 3 ) .",All,"['correlated', 'negative excursions', 'in grain - supported']"
OA-STM_011,280,The lower part of the Bryozoan Limestone ( below the phosphatic hardground ) correlates to a ~1‰-amplitude negative δ13C peak .,All,"['correlates', 'a ~1‰-amplitude negative δ13C peak']"
OA-STM_012,68,For the Gas Giants in our Solar System the coupling between magnetospheres and atmospheres is likely to play a key role for the energy and momentum balance of their thermospheres and ionospheres .,All,"['balance', 'their thermospheres']"
OA-STM_012,70,"Magnetospheric forcing on Earth is controlled by the interaction between the solar wind and magnetosphere via the Dungey cycle ( Dungey , 1961 ) , while on Jupiter the planet 's rotation represents the primary generator of electric fields and driver of magnetospheric currents which ultimately lead to auroral emissions and enhanced ionospheric Pedersen and Hall currents ( e.g. , Clarke et al . , 2004 , Cowley et al . , 2004 , Bougher et al . , 2005 ) .",All,"['interaction', 'the solar wind', 'interaction', 'magnetosphere']"
OA-STM_012,245,"The bottom left half of the figure ( below the thick red line ) represents a range of observed temperatures on Saturn ( 400 - 650 K ) and thus of "" allowed "" combinations of electric field strength and particle flux .",All,"['combinations', 'particle flux']"
OA-STM_012,306,"This dawn - dusk asymmetry suggests ionospheric recombination timescales of the dominant ion on Saturn 's nightside to be of the order of a few hours , giving ions enough time to recombine on the nightside and their densities to be reduced in the dawn sector .",All,"['recombine', 'the nightside', 'recombine', 'their densities']"
OA-STM_012,339,The neutral gases have collisional interactions with ions leading to a viscous - type force damping the motion of the neutral gases relative to that of the ions .,All,"['interactions', 'ions']"
OA-STM_013,36,"However , since none of the solutions are widely deployed , we describe an alternative technique "" Multilevel Bloom Filters "" that can be integrated into our approach to mitigate the large - space - overhead problem caused by random spoofing .",All,"['integrated', 'an alternative technique "" Multilevel Bloom Filters']"
OA-STM_013,37,Multilevel Bloom Filters (MBF) have been shown to be an effective approach for mitigating the large - space - overhead problem by providing a trade-off between the space requirement and the false positive rate [ 36 ] .,All,"['trade-off', 'the space requirement', 'trade-off', 'the false positive rate']"
OA-STM_013,60,"To summarize , to the attacker , there is a trade-off between mounting an effective attack but being detected or evading our approach but loosing attack effectiveness .",All,"['trade-off', 'mounting an effective attack']"
OA-STM_013,75,The experimental results demonstrate that the CPR - based approach is effective for all of the LDDoS attacks considered while the existing Discrete Fourier Transform ( DFT)-based approach is only effective for a small set of LDDoS attacks.•We obtain the trade-off between the detection rate and the false positive rate for the CPR - based approach through a comprehensive set of experiments .,All,"['trade-off', 'the detection rate', 'trade-off', 'the false positive rate']"
OA-STM_013,117,"Table 1 demonstrates the relationship between Ta+,Tb+,Rb+ , and Ta , Tb , Rb .",All,"['relationship', 'Ta+,Tb+,Rb+', 'relationship', 'Ta', 'relationship', 'Tb']"
OA-STM_013,147,This is because the traces were collected when the network was not congested ( the ratio of out - of - sequence packet is very small ) and their CPR values tend to be zero .,All,"['ratio', 'out - of - sequence packet', 'ratio', 'their CPR values']"
OA-STM_013,170,"However , since this DTW - based approach used the similarity between real - time LDoS flows and the sampled LDoS flows , it is only effective for the aggregate flow of LDDoS attacks .",All,"['similarity', 'the sampled LDoS flows']"
OA-STM_013,199,Section 4.4 evaluates the trade-off between the detection rate and the false positive rate of our CPR - based approach that provides a quantitative guideline to determine the CPR threshold τ in practice .,All,"['trade-off', 'the detection rate']"
OA-STM_013,222+223,  rna represents the ratio of dropped packets to all packets at router R0 when there is no attack and rais the one when there is an attack .,All,"['ratio', 'dropped packets']"
OA-STM_013,238,"They are calculated according to Table 1 , which demonstrates the relationship between the parameters of each LDDoS flow ( Ta , Tb , and Rb ) and their aggregate flow ( Ta+,Tb+ , and Rb+ ) .",All,"['relationship', 'the parameters of each LDDoS flow', 'relationship', 'their aggregate flow', '( Ta , Tb , and Rb )']"
OA-STM_013,246,"However , the ratio of the incoming packets in congestion to the total incoming packets measured by a router may remain unchanged .",All,"['ratio', 'the incoming packets', 'in congestion', 'in congestion to the total incoming packets', 'measured by a router', 'to the total incoming packets']"
OA-STM_013,266,We investigate the relationship between Rc and the average CPRs of normal HTTP flows and LDDoS flows .,All,"['relationship', 'Rc', 'relationship', 'the average CPRs of normal HTTP flows', 'relationship', 'LDDoS flows']"
OA-STM_013,279+280,"  From the figure , for any given CPR x∈(0,1 ) , one can obtain the experimental likelihood(Hx ) that the average CPR of LDDoS flows is higher than x , which is the ratio of the red area on the right side of x to the whole red area .",All,"['ratio', 'the red area', 'ratio', 'the whole red area']"
OA-STM_013,296,"  In other words , the θi is the ratio of the incoming packets in congestion to the total incoming packets from flow .",All,"['ratio', 'the incoming packets', 'in congestion']"
OA-STM_013,297,It is worth noting that the packets are sampled at the incoming link before they enter the packet queue or be dropped when the packet queue is full ( due to the congestion of the outgoing link ) .,All,"['enter', 'the packets']"
OA-STM_013,325,"It is worth noting that , this section does not aim to establish a complete analytical model for CPR bounds , but to analyze the relationship between CPR bounds and several network parameters that are directly measureable .",All,"['relationship', 'CPR bounds', 'relationship', 'several network parameters']"
OA-STM_013,337,  We investigate the CPR through the ratio r of dropped packets to all incoming packets in this time period .,All,"['ratio', 'dropped packets']"
OA-STM_013,338,"T. More specifically , we want to establish the relationship between CPR and r. Note that r is the packet drop ratio that can be measured directly from network traffic ..",All,"['relationship', 'CPR']"
OA-STM_013,347+348+349+350,"  T is ( T∗×δTCP)/z , whereas the total number of incoming packets in T is ( T∗×ρTCP)/z+((T - T∗)×B)/z , which gives us rTCP in ( 3).Intuitionally , rTCP is the ratio of the shaded area to the area enclosed by the Rate curve and the Time axis ( from 0 to T ) in Fig . 7 , i.e. , the area enclosed by the bold curves.(3)rTCP = T∗×δTCP / zT∗×ρTCP / z+(T - T∗)×B / z = T∗×δTCPT∗×ρTCP+(T - T∗)×BAccording to the definition of CPR in (1) , we have the CPR of the aggregate TCP flows , θTCP , as(4)θTCP = T∗×ρTCP / zT∗×ρTCP / z+(T - T∗)×B / z = T∗×ρTCPT∗×ρTCP+(T - T∗)×BFig.graphically illustrates the calculation of θTCP in (4) .",All,"['ratio', 'the shaded area', 'ratio', 'the Time axis']"
